Type;Frame;Id roi;Center_point X;Center_point Y;ROI H;ROI W;Label;Movement;Frame_end;Center_point_end X;Center_point_end Y;ROI_end H;ROI_end W;user
1;0;1;0.4503448275862069;0.6606896551724138;0.11;0.22;Person;True;0;0;0;0;0;Annotator8
1;1;1;0.45103448275862074;0.6611494252873564;0.11;0.22;Person;True;0;0;0;0;0;Annotator8
1;2;1;0.4517241379310345;0.6616091954022989;0.11;0.22;Person;True;0;0;0;0;0;Annotator8
1;3;1;0.4524137931034483;0.6620689655172414;0.11;0.22;Person;True;0;0;0;0;0;Annotator8
1;4;1;0.4531034482758621;0.662528735632184;0.11;0.22;Person;True;0;0;0;0;0;Annotator8
1;5;1;0.4537931034482759;0.6629885057471265;0.11;0.22;Person;True;0;0;0;0;0;Annotator8
1;6;1;0.45448275862068965;0.663448275862069;0.11;0.22;Person;True;0;0;0;0;0;Annotator8
1;7;1;0.45517241379310347;0.6639080459770115;0.11;0.22;Person;True;0;0;0;0;0;Annotator8
1;8;1;0.45586206896551723;0.664367816091954;0.11;0.22;Person;True;0;0;0;0;0;Annotator8
1;9;1;0.45655172413793105;0.6648275862068966;0.11;0.22;Person;True;0;0;0;0;0;Annotator8
1;10;1;0.45724137931034486;0.6652873563218391;0.11;0.22;Person;True;0;0;0;0;0;Annotator8
1;11;1;0.4579310344827586;0.6657471264367816;0.11;0.22;Person;True;0;0;0;0;0;Annotator8
1;12;1;0.45862068965517244;0.6662068965517242;0.11;0.22;Person;True;0;0;0;0;0;Annotator8
1;13;1;0.4593103448275862;0.6666666666666667;0.11;0.22;Person;True;0;0;0;0;0;Annotator8
1;14;1;0.46;0.6671264367816092;0.11;0.22;Person;True;0;0;0;0;0;Annotator8
1;15;1;0.4606896551724138;0.6675862068965517;0.11;0.22;Person;True;0;0;0;0;0;Annotator8
1;16;1;0.4613793103448276;0.6680459770114943;0.11;0.22;Person;True;0;0;0;0;0;Annotator8
1;17;1;0.46206896551724136;0.6685057471264368;0.11;0.22;Person;True;0;0;0;0;0;Annotator8
1;18;1;0.4627586206896552;0.6689655172413793;0.11;0.22;Person;True;0;0;0;0;0;Annotator8
1;19;2;0.956950998185118;0.576551724137931;0.08;0.22;Person;True;0;0;0;0;0;Annotator8
1;20;2;0.9566606170598911;0.576551724137931;0.08;0.22;Person;True;0;0;0;0;0;Annotator8
1;21;2;0.9563702359346642;0.576551724137931;0.08;0.22;Person;True;0;0;0;0;0;Annotator8
1;22;2;0.9560798548094374;0.576551724137931;0.08;0.22;Person;True;0;0;0;0;0;Annotator8
1;23;2;0.9557894736842105;0.576551724137931;0.08;0.22;Person;True;0;0;0;0;0;Annotator8
1;24;2;0.9554990925589837;0.576551724137931;0.08;0.22;Person;True;0;0;0;0;0;Annotator8
1;25;2;0.9552087114337569;0.576551724137931;0.08;0.22;Person;True;0;0;0;0;0;Annotator8
1;26;2;0.9549183303085299;0.576551724137931;0.08;0.22;Person;True;0;0;0;0;0;Annotator8
1;27;2;0.9546279491833031;0.576551724137931;0.08;0.22;Person;True;0;0;0;0;0;Annotator8
1;28;2;0.9543375680580762;0.576551724137931;0.08;0.22;Person;True;0;0;0;0;0;Annotator8
1;29;2;0.9540471869328494;0.576551724137931;0.08;0.22;Person;True;0;0;0;0;0;Annotator8
1;30;2;0.9537568058076225;0.576551724137931;0.08;0.22;Person;True;0;0;0;0;0;Annotator8
1;31;2;0.9534664246823956;0.576551724137931;0.08;0.22;Person;True;0;0;0;0;0;Annotator8
1;32;2;0.9531760435571688;0.576551724137931;0.08;0.22;Person;True;0;0;0;0;0;Annotator8
1;33;2;0.952885662431942;0.576551724137931;0.08;0.22;Person;True;0;0;0;0;0;Annotator8
