Type;Frame;Id roi;Center_point X;Center_point Y;ROI H;ROI W;Label;Movement;Frame_end;Center_point_end X;Center_point_end Y;ROI_end H;ROI_end W;user
1;0;1;0.5006896551724138;0.5531034482758621;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;1;1;0.5006896551724138;0.5531034482758621;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;2;1;0.5006896551724138;0.5531034482758621;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;3;1;0.5006896551724138;0.5531034482758621;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;4;1;0.5006896551724138;0.5531034482758621;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;5;1;0.5006896551724138;0.5531034482758621;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;6;1;0.5006896551724138;0.5531034482758621;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;7;1;0.5006896551724138;0.5531034482758621;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;8;1;0.5006896551724138;0.5531034482758621;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;9;1;0.5006896551724138;0.5531034482758621;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;10;1;0.5006896551724138;0.5531034482758621;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;11;1;0.5006896551724138;0.5531034482758621;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;12;1;0.5006896551724138;0.5531034482758621;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;13;1;0.5006896551724138;0.5531034482758621;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;14;1;0.5006896551724138;0.5531034482758621;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;15;1;0.5006896551724138;0.5531034482758621;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;16;1;0.5006896551724138;0.5531034482758621;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;17;1;0.5006896551724138;0.5531034482758621;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;18;1;0.5006896551724138;0.5531034482758621;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;19;1;0.5006896551724138;0.5531034482758621;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;20;2;0.9027586206896552;0.4827586206896552;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;21;2;0.9027586206896552;0.4827586206896552;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;22;2;0.9027586206896552;0.4827586206896552;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;23;2;0.9027586206896552;0.4827586206896552;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;24;2;0.9027586206896552;0.4827586206896552;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;25;2;0.9027586206896552;0.4827586206896552;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;26;2;0.9027586206896552;0.4827586206896552;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;27;2;0.9027586206896552;0.4827586206896552;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;28;2;0.9027586206896552;0.4827586206896552;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;29;2;0.9027586206896552;0.4827586206896552;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;30;2;0.9027586206896552;0.4827586206896552;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;31;2;0.9027586206896552;0.4827586206896552;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;32;2;0.9027586206896552;0.4827586206896552;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;33;2;0.9027586206896552;0.4827586206896552;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;34;2;0.9027586206896552;0.4827586206896552;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;35;2;0.9027586206896552;0.4827586206896552;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;36;2;0.9027586206896552;0.4827586206896552;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;37;2;0.9027586206896552;0.4827586206896552;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;38;2;0.9027586206896552;0.4827586206896552;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;39;2;0.9027586206896552;0.4827586206896552;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;40;2;0.9027586206896552;0.4827586206896552;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;41;3;0.40413793103448276;0.5393103448275862;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;42;3;0.40413793103448276;0.5393103448275862;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;43;3;0.40413793103448276;0.5393103448275862;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;44;3;0.40413793103448276;0.5393103448275862;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;45;3;0.40413793103448276;0.5393103448275862;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;46;3;0.40413793103448276;0.5393103448275862;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;47;3;0.40413793103448276;0.5393103448275862;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;48;3;0.40413793103448276;0.5393103448275862;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;49;3;0.40413793103448276;0.5393103448275862;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;50;3;0.40413793103448276;0.5393103448275862;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;51;3;0.40413793103448276;0.5393103448275862;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;52;3;0.40413793103448276;0.5393103448275862;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;53;3;0.40413793103448276;0.5393103448275862;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;54;3;0.40413793103448276;0.5393103448275862;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;55;3;0.40413793103448276;0.5393103448275862;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;56;3;0.40413793103448276;0.5393103448275862;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;57;3;0.40413793103448276;0.5393103448275862;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;58;3;0.40413793103448276;0.5393103448275862;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;59;3;0.40413793103448276;0.5393103448275862;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;60;3;0.40413793103448276;0.5393103448275862;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;61;3;0.40413793103448276;0.5393103448275862;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;62;3;0.40413793103448276;0.5393103448275862;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;63;3;0.4503448275862069;0.5462068965517242;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;64;3;0.45030852994555354;0.5462552934059286;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;65;3;0.4502722323049002;0.5463036902601331;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;66;3;0.45023593466424683;0.5463520871143376;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;67;3;0.4501996370235935;0.546400483968542;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;68;3;0.4501633393829401;0.5464488808227466;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;69;3;0.4501270417422868;0.546497277676951;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;70;3;0.4500907441016334;0.5465456745311555;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;71;3;0.4500544464609801;0.54659407138536;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;72;3;0.4500181488203267;0.5466424682395644;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;73;3;0.4499818511796733;0.546690865093769;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;74;3;0.44994555353902;0.5467392619479734;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;75;3;0.4499092558983666;0.5467876588021778;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;76;3;0.4498729582577133;0.5468360556563824;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;77;3;0.4498366606170599;0.5468844525105868;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;78;3;0.4498003629764066;0.5469328493647914;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;79;3;0.4497640653357532;0.5469812462189958;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;80;3;0.4497277676950998;0.5470296430732002;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;81;3;0.4496914700544465;0.5470780399274048;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;82;3;0.4496551724137931;0.5471264367816092;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;83;3;0.4496188747731398;0.5471748336358137;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;84;3;0.4495825771324864;0.5472232304900182;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;85;3;0.44954627949183307;0.5472716273442226;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;86;3;0.4495099818511797;0.5473200241984271;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;87;3;0.44947368421052636;0.5473684210526316;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;88;3;0.449437386569873;0.547416817906836;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;89;3;0.4494010889292196;0.5474652147610406;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;90;3;0.44936479128856627;0.547513611615245;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;91;3;0.4493284936479129;0.5475620084694495;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;92;3;0.44929219600725956;0.547610405323654;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;93;3;0.4492558983666062;0.5476588021778585;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;94;3;0.44921960072595285;0.5477071990320629;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;95;3;0.44918330308529947;0.5477555958862674;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;96;3;0.4491470054446461;0.5478039927404719;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;97;3;0.44911070780399276;0.5478523895946764;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;98;3;0.4490744101633394;0.5479007864488808;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;99;3;0.44903811252268605;0.5479491833030853;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;100;3;0.44900181488203267;0.5479975801572898;0.11;0.22;Person;False;0;0;0;0;0;Israel
1;101;3;0.44896551724137934;0.5480459770114943;0.11;0.22;Person;False;0;0;0;0;0;Israel
