Type;Frame;Id roi;Center_point X;Center_point Y;ROI H;ROI W;Label;Movement;Frame_end;Center_point_end X;Center_point_end Y;ROI_end H;ROI_end W;user
1;0;1;0.4903448275862069;0.49517241379310345;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;1;1;0.4902791461412151;0.49510673234811164;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;2;1;0.49021346469622334;0.4950410509031199;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;3;1;0.49014778325123154;0.4949753694581281;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;4;1;0.49008210180623973;0.4949096880131363;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;5;1;0.49001642036124793;0.4948440065681445;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;6;1;0.4899507389162562;0.49477832512315273;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;7;1;0.4898850574712644;0.4947126436781609;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;8;1;0.48981937602627257;0.4946469622331691;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;9;1;0.4897536945812808;0.49458128078817737;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;10;1;0.489688013136289;0.49451559934318556;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;11;1;0.4896223316912972;0.49444991789819376;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;12;1;0.4895566502463054;0.49438423645320195;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;13;1;0.48949096880131365;0.4943185550082102;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;14;1;0.48942528735632185;0.4942528735632184;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;15;1;0.48935960591133004;0.4941871921182266;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;16;1;0.4892939244663383;0.49412151067323484;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;17;1;0.4892282430213465;0.49405582922824304;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;18;1;0.4891625615763547;0.49399014778325123;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;19;1;0.4890968801313629;0.4939244663382594;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;20;1;0.4890311986863711;0.4938587848932677;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;21;1;0.4889655172413793;0.49379310344827587;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;22;2;0.5303448275862069;0.4896551724137931;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;23;2;0.5340517241379311;0.491551724137931;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;24;2;0.5377586206896552;0.49344827586206896;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;25;2;0.5414655172413794;0.4953448275862069;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;26;2;0.5451724137931035;0.49724137931034484;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;27;2;0.5488793103448276;0.4991379310344828;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;28;2;0.5525862068965518;0.5010344827586207;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;29;2;0.5562931034482759;0.5029310344827587;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;30;2;0.56;0.5048275862068966;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;31;2;0.56;0.5048275862068966;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;32;2;0.5683908045977012;0.5048275862068966;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;33;2;0.5767816091954023;0.5048275862068966;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;34;2;0.5851724137931035;0.5048275862068966;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;35;2;0.5935632183908046;0.5048275862068966;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;36;2;0.6019540229885058;0.5048275862068966;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;37;2;0.6103448275862069;0.5048275862068966;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;38;2;0.6103448275862069;0.5048275862068966;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;39;2;0.6206896551724138;0.5055172413793104;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;40;2;0.6310344827586207;0.5062068965517241;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;41;2;0.6413793103448275;0.506896551724138;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;42;2;0.6517241379310345;0.5075862068965518;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;43;2;0.6517241379310345;0.5075862068965518;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;44;2;0.6726896551724137;0.5095172413793104;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;45;2;0.693655172413793;0.511448275862069;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;46;2;0.7146206896551723;0.5133793103448276;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;47;2;0.7355862068965517;0.5153103448275862;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;48;2;0.756551724137931;0.5172413793103449;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;48;3;0.4868965517241379;0.4979310344827586;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;49;3;0.4866009852216749;0.49901477832512314;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;50;3;0.48630541871921185;0.5000985221674876;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;51;3;0.48600985221674875;0.5011822660098522;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;52;3;0.4857142857142857;0.5022660098522167;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;53;3;0.48541871921182267;0.5033497536945812;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;54;3;0.48512315270935963;0.5044334975369458;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;55;3;0.4848275862068966;0.5055172413793103;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;56;3;0.4845320197044335;0.5066009852216748;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;57;3;0.48423645320197045;0.5076847290640394;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;58;3;0.4839408866995074;0.5087684729064039;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;59;3;0.48364532019704437;0.5098522167487685;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;60;3;0.4833497536945813;0.510935960591133;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;61;3;0.48305418719211823;0.5120197044334975;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;62;3;0.4827586206896552;0.5131034482758621;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;63;4;0.3903448275862069;0.4979310344827586;0.11;0.22;Architecture/buildings;True;0;0;0;0;0;HenriqueGarcia
1;64;4;0.3828213166144201;0.4971786833855799;0.11;0.22;Architecture/buildings;True;0;0;0;0;0;HenriqueGarcia
1;65;4;0.37529780564263326;0.4964263322884012;0.11;0.22;Architecture/buildings;True;0;0;0;0;0;HenriqueGarcia
1;66;4;0.36777429467084644;0.4956739811912226;0.11;0.22;Architecture/buildings;True;0;0;0;0;0;HenriqueGarcia
1;67;4;0.3602507836990596;0.4949216300940439;0.11;0.22;Architecture/buildings;True;0;0;0;0;0;HenriqueGarcia
1;68;4;0.3527272727272728;0.4941692789968652;0.11;0.22;Architecture/buildings;True;0;0;0;0;0;HenriqueGarcia
1;69;4;0.34520376175548595;0.4934169278996865;0.11;0.22;Architecture/buildings;True;0;0;0;0;0;HenriqueGarcia
1;70;4;0.33768025078369907;0.4926645768025078;0.11;0.22;Architecture/buildings;True;0;0;0;0;0;HenriqueGarcia
1;71;4;0.33015673981191224;0.4919122257053291;0.11;0.22;Architecture/buildings;True;0;0;0;0;0;HenriqueGarcia
1;72;4;0.3226332288401254;0.49115987460815047;0.11;0.22;Architecture/buildings;True;0;0;0;0;0;HenriqueGarcia
1;73;4;0.3151097178683386;0.4904075235109718;0.11;0.22;Architecture/buildings;True;0;0;0;0;0;HenriqueGarcia
1;74;4;0.30758620689655175;0.4896551724137931;0.11;0.22;Architecture/buildings;True;0;0;0;0;0;HenriqueGarcia
1;75;5;0.4924137931034483;0.503448275862069;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;76;5;0.4916379310344828;0.5029310344827587;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;77;5;0.49086206896551726;0.5024137931034482;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;78;5;0.49008620689655175;0.5018965517241379;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;79;5;0.4893103448275862;0.5013793103448276;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;80;5;0.48853448275862066;0.5008620689655172;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;81;5;0.48775862068965514;0.5003448275862069;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;82;5;0.4869827586206896;0.49982758620689655;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;83;5;0.4862068965517241;0.4993103448275862;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;84;6;0.42551724137931035;0.5172413793103449;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;85;6;0.41986206896551725;0.5186206896551725;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;86;6;0.41420689655172416;0.52;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;87;6;0.408551724137931;0.5213793103448277;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;88;6;0.4028965517241379;0.5227586206896552;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;89;6;0.3972413793103448;0.5241379310344828;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;90;6;0.3972413793103448;0.5241379310344828;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;91;6;0.3832183908045977;0.5305747126436782;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;92;6;0.36919540229885056;0.5370114942528736;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;93;6;0.35517241379310344;0.543448275862069;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;94;6;0.35517241379310344;0.543448275862069;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;95;6;0.33011494252873563;0.5462068965517242;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;96;6;0.30505747126436783;0.5489655172413793;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;97;6;0.28;0.5517241379310345;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;98;7;0.3737931034482759;0.496551724137931;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;99;7;0.3666206896551724;0.4982068965517241;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;100;7;0.35944827586206896;0.49986206896551727;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;101;7;0.35227586206896555;0.5015172413793104;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;102;7;0.3451034482758621;0.5031724137931035;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;103;7;0.33793103448275863;0.5048275862068966;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;104;7;0.33793103448275863;0.5048275862068966;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;105;7;0.31655172413793103;0.5055172413793103;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;106;7;0.29517241379310344;0.5062068965517241;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;107;7;0.29517241379310344;0.5062068965517241;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;108;7;0.2672413793103448;0.5006896551724138;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;109;7;0.2393103448275862;0.49517241379310345;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;110;8;0.4868965517241379;0.4924137931034483;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;111;8;0.4867816091954023;0.4928735632183908;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;112;8;0.48666666666666664;0.49333333333333335;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;113;8;0.486551724137931;0.49379310344827587;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;114;8;0.4864367816091954;0.4942528735632184;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;115;8;0.48632183908045973;0.4947126436781609;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;116;8;0.4862068965517241;0.49517241379310345;0.11;0.22;Vehicle;True;0;0;0;0;0;HenriqueGarcia
1;117;9;0.38689655172413795;0.48;0.11;0.22;Architecture/buildings;True;0;0;0;0;0;HenriqueGarcia
1;118;9;0.38;0.48;0.11;0.22;Architecture/buildings;True;0;0;0;0;0;HenriqueGarcia
1;119;9;0.38;0.48;0.11;0.22;Architecture/buildings;True;0;0;0;0;0;HenriqueGarcia
1;120;9;0.36758620689655175;0.43310344827586206;0.11;0.22;Architecture/buildings;True;0;0;0;0;0;HenriqueGarcia
1;121;9;0.35517241379310344;0.38620689655172413;0.11;0.22;Architecture/buildings;True;0;0;0;0;0;HenriqueGarcia
1;122;9;0.35517241379310344;0.38620689655172413;0.11;0.22;Architecture/buildings;True;0;0;0;0;0;HenriqueGarcia
1;123;9;0.3409195402298851;0.38068965517241377;0.11;0.22;Architecture/buildings;True;0;0;0;0;0;HenriqueGarcia
1;124;9;0.32666666666666666;0.37517241379310345;0.11;0.22;Architecture/buildings;True;0;0;0;0;0;HenriqueGarcia
1;125;9;0.3124137931034483;0.3696551724137931;0.11;0.22;Architecture/buildings;True;0;0;0;0;0;HenriqueGarcia
1;126;9;0.3124137931034483;0.3696551724137931;0.11;0.22;Architecture/buildings;True;0;0;0;0;0;HenriqueGarcia
1;127;9;0.28517241379310343;0.35724137931034483;0.11;0.22;Architecture/buildings;True;0;0;0;0;0;HenriqueGarcia
